id,transactiontime,completiontime,transferFloor,unitPrice,priceWithoutParking,roomNumber,hallNumber,bathNumber,buildingTransferArea,parkingSpacePrice,parkingSpaceTransferArea,price,landAmount,buildingAmount,parkAmount,buildingType,floor,urbanLandUse,buildingArea,subBuildingArea,belconyArea,landTransferArea,parkingSpaceType,longitude,latitude,yhat-hnn,y_x,yhat-mlp,y_y,address
RPRPMLRKRHNFFAH66CA,2018/8/29 00:00:00,1995/8/8 00:00:00,9,42768,1780004,1,1,1,42,0,0,1780004,3,1,0,5,20,0,29,0,0,5,0,121.30865381041792,25.014318602650928,49652.98080595468,42767.99979556282,51958.51998797676,42767.99979556282,桃園市桃園區春日路１１５５號九樓之２
RPVQMLPLRHNFFAH07CA,2018/7/31 00:00:00,2016/1/13 00:00:00,2,102050,11350001,2,2,1,142,1900000,31,13250001,1,1,1,4,6,0,64,0,8,33,2,121.30501509753088,25.013305914864016,75566.244602954,102049.99871265575,73320.94498639808,102049.99871265575,桃園市桃園區新埔五街31號二樓
RPQNMLPKIINFFAH97CA,2018/9/17 00:00:00,2005/12/1 00:00:00,2,59703,8750072,3,2,2,147,0,0,8750072,3,1,1,0,12,0,77,3,3,27,2,121.30415163999068,25.0167294023696,61763.71234902063,59703.000044242726,61006.68222043646,59703.000044242726,桃園市桃園區天祥三街１０號二樓
RPVPMLPJIINFFAH58CA,2018/9/21 00:00:00,2005/12/1 00:00:00,8,68352,8267858,3,2,2,151,0,30,8267858,3,1,1,0,12,0,85,3,4,27,2,121.30438952288993,25.01676502870331,69316.43840216374,68352.00015545466,67240.04309918697,68352.00015545466,桃園市桃園區天祥三街８號八樓
RPUOMLQJJINFFAH58CA,2018/9/10 00:00:00,2017/8/24 00:00:00,8,104349,30450082,4,2,3,328,3400000,36,33850082,1,1,2,0,29,0,174,0,19,46,2,121.30735661970192,25.014619222796668,98964.66289611258,104349.00104957791,98071.46543942178,104349.00104957791,桃園市桃園區經國路８８之８號八樓
RPQOMLQLJINFFAH38CA,2018/10/20 00:00:00,1994/10/26 00:00:00,13,61072,4999965,2,1,1,82,0,0,4999965,1,1,1,0,16,0,51,0,7,8,5,121.30484667676632,25.01732384546793,64823.59147867687,61072.00002956414,59189.69826865108,61072.00002956414,桃園市桃園區經國路３９９號十三樓之二
RPWPMLTLJINFFAH76CA,2018/11/11 00:00:00,2001/11/6 00:00:00,5,55215,9180046,3,2,2,166,0,0,9180046,1,1,1,4,7,0,100,0,14,29,5,121.30272452249265,25.01658786223264,57060.691067373926,55214.99972117902,47599.12845297159,55214.99972117902,桃園市桃園區同安街317號五樓
RPVNMLTJJHOFFAH88CA,2018/9/30 00:00:00,2000/8/31 00:00:00,5,51073,6000056,2,2,1,117,0,0,6000056,1,1,1,0,14,0,50,0,8,10,2,121.30901852654446,25.013568497867567,52419.96313904058,51073.000455214176,50798.558673516985,51073.000455214176,桃園市桃園區春日路１１１９號五樓之１
RPUOMLSLKINFFAH56DA,2018/10/26 00:00:00,2012/1/15 00:00:00,2,81333,22499961,4,2,2,277,2700000,0,25199961,1,1,2,0,23,0,144,9,13,39,2,121.305489063797,25.012654905499577,81282.25928834219,81333.00013315384,79809.47697049499,81333.00013315384,桃園市桃園區經國路２５１巷８８號２樓之５
RPUNMLRLKINFFAH88CA,2018/11/19 00:00:00,1995/8/8 00:00:00,6,48203,2749981,0,0,0,57,0,0,2749981,3,1,0,5,20,0,40,0,0,7,0,121.30865381041792,25.014318602650928,50034.44792551444,48202.999846435196,49368.024770403434,48202.999846435196,桃園市桃園區春日路１１５５號六樓之６
RPORMLTJJHOFFAH58CA,2018/11/22 00:00:00,1995/8/8 00:00:00,7,50627,2299985,1,1,1,45,0,0,2299985,3,1,0,5,20,0,32,0,0,6,0,121.30865381041792,25.014318602650928,50095.66489836035,50626.99941648791,51189.55821079422,50626.99941648791,桃園市桃園區春日路１１５５號七樓之１５
RPWOMLSKJHOFFAH09CA,2018/11/30 00:00:00,1998/7/16 00:00:00,7,59490,8819987,4,2,2,148,0,0,8819987,1,1,1,4,9,0,87,0,10,22,2,121.30386519459792,25.01709111922755,61353.57403532466,59489.99994666255,59751.68556077003,59489.99994666255,桃園市桃園區同安街３３６巷３２號七樓
RPTPMLSKJHOFFAH88CA,2018/10/11 00:00:00,2011/3/3 00:00:00,2,57060,7499966,2,2,1,131,0,0,7499966,1,1,1,0,13,0,54,3,10,16,2,121.30747744133204,25.011413932619853,59736.07265246207,57060.00018130645,57938.24499956817,57060.00018130645,桃園市桃園區慈文路２２號二樓之３
RPPRMLSKKHOFFAH78CA,2018/12/22 00:00:00,2004/3/23 00:00:00,15,53501,17999876,4,2,3,336,0,0,17999876,1,1,2,0,19,0,169,0,27,27,2,121.30785796099676,25.013029208137187,55248.38484558775,53500.99957780521,53944.61524958503,53500.99957780521,桃園市桃園區經國路５６號十五樓
RPVPMLOKLHOFFAH88CA,2018/12/9 00:00:00,2005/12/1 00:00:00,7,62795,9033061,4,2,2,174,0,30,9033061,3,1,1,0,12,0,86,1,20,32,2,121.30445039629936,25.017342713967135,72073.30410673821,62794.99998450641,59166.548001306015,62794.99998450641,桃園市桃園區天祥三街２８號七樓
RPQPMLLKKHKFFAH67DA,2015/1/13 00:00:00,2009/11/10 00:00:00,8,69344,12499949,3,2,2,180,0,0,12499949,1,1,1,0,12,0,79,5,11,27,2,121.29578856974788,25.01647542552408,65834.3111971662,69344.00028898814,74266.08482888744,69344.00028898814,桃園市桃園區中埔六街７５號８樓
RPWNMLTJLHKFFAH78CA,2015/1/19 00:00:00,2004/2/13 00:00:00,8,90734,12699131,3,2,2,140,0,0,12699131,1,1,1,0,14,1,73,6,8,12,2,121.29715010338812,25.018188084632676,91404.63440059967,90734.00123072299,82123.78547617508,90734.00123072299,桃園市桃園區中正路１１６５號
RPXQMLOLLHKFFAH88CA,2015/1/30 00:00:00,2006/5/29 00:00:00,4,87202,13450036,3,2,2,154,0,0,13450036,1,1,1,0,12,0,82,2,8,26,2,121.29602365739149,25.015346422005287,83747.47749088529,87202.00025448178,59015.52508231154,87202.00025448178,桃園市桃園區同德六街２０６之１號四樓
RPOPMLKMMHKFFAH87EA,2015/1/30 00:00:00,1996/4/13 00:00:00,3,76718,7199984,3,2,2,94,0,0,7199984,1,1,0,4,7,0,63,0,7,17,0,121.29639283163644,25.01642005255069,73300.63624795427,76718.00058631199,55271.861685611315,76718.00058631199,桃園市桃園區中埔六街３２之１號三樓
RPRRMLKLMHKFFAH08CA,2015/3/21 00:00:00,1996/6/8 00:00:00,7,68290,5999959,3,2,2,88,0,0,5999959,1,1,0,4,7,0,61,0,9,16,0,121.2961560127852,25.016826797222727,68356.47685840413,68290.00006286615,51353.521572173995,68290.00006286615,桃園市桃園區中埔六街５０之２號七樓
RPQRMLQLNHKFFAH68CA,2015/4/25 00:00:00,2004/7/27 00:00:00,13,84126,13699919,4,2,2,163,0,0,13699919,1,2,1,0,14,0,89,2,11,14,2,121.2974837406261,25.01684220334913,82297.98388717315,84125.9994871446,80036.66353157046,84125.9994871446,桃園市桃園區中正路１１０９號十三樓
RPVTMLRLNHKFFAH86CA,2015/4/9 00:00:00,2011/1/10 00:00:00,12,85224,22799977,3,2,2,268,0,0,22799977,1,1,2,0,12,0,121,7,13,33,2,121.29718267296921,25.015253827285147,90517.26364747681,85223.99999016353,86738.65023476518,85223.99999016353,桃園市桃園區同德六街１４５號十二樓
RPSPMLNJOHKFFAH28CA,2015/5/5 00:00:00,2007/10/1 00:00:00,13,82967,17452938,3,2,2,241,0,31,17452938,1,1,1,0,13,0,144,0,9,36,2,121.29730945468079,25.014413943244016,87320.35204169243,82966.999598029,50417.16838326071,82966.999598029,桃園市桃園區中埔一街８８巷８０號十三樓
RPUNMLSLOHKFFAH98CA,2015/5/18 00:00:00,1996/1/31 00:00:00,6,71187,7999995,3,2,2,112,0,0,7999995,1,1,0,0,13,0,91,0,10,22,0,121.29698694600276,25.01626538626432,72358.73286394376,71187.00010635052,43299.39477584902,71187.00010635052,桃園市桃園區同德六街１５８巷６號六樓
RPQPMLPLOHKFFAH48CA,2015/6/8 00:00:00,2001/8/3 00:00:00,6,73015,12000015,3,2,2,164,0,0,12000015,1,2,1,0,14,0,96,2,11,15,2,121.29606896182219,25.017711742392013,65800.8909315347,73014.99953173175,63879.50229135434,73014.99953173175,桃園市桃園區中埔六街72號六樓
RPSOMLNJQHKFFAH58EA,2015/4/16 00:00:00,1998/3/4 00:00:00,11,65319,8079960,3,2,2,124,0,0,8079960,1,2,1,0,12,0,78,0,9,14,5,121.29502560557336,25.016458884735147,66468.07669931857,65319.00011385046,62552.65469376495,65319.00011385046,桃園市桃園區南平路４５５號十一樓
RPPPMLNJQHKFFAH18CA,2015/7/1 00:00:00,2007/10/1 00:00:00,12,70875,17000078,4,2,2,240,0,0,17000078,1,1,1,0,13,0,114,5,13,31,2,121.29732896610147,25.014287508219027,84174.99886774381,70874.99996341618,87822.05894676039,70874.99996341618,桃園市桃園區中埔一街88巷70號十二樓
RPOPMLTKQHKFFAH78CA,2015/7/21 00:00:00,2011/1/10 00:00:00,2,110360,32499916,4,2,3,294,0,0,32499916,1,1,2,0,12,0,136,11,14,37,2,121.29723186503976,25.015109276392064,112295.3307490218,110359.99866856403,85867.41556092165,110359.99866856403,桃園市桃園區同德六街145號二樓
RPUQMLQJIIKFFAH58EA,2015/7/24 00:00:00,1999/7/21 00:00:00,6,68330,11750027,4,2,2,172,0,0,11750027,1,1,1,0,13,0,100,2,13,17,2,121.29531483989736,25.01725279962561,63539.494728657206,68330.00020956084,57399.39218531337,68330.00020956084,桃園市桃園區中埔六街９９號六樓
RPUPMLPJIIKFFAH18CA,2015/7/12 00:00:00,2011/1/10 00:00:00,5,93930,22657795,4,2,3,309,0,68,22657795,1,1,2,0,12,0,150,9,11,39,2,121.29723186503976,25.015109276392064,93850.57326183292,93930.00012748847,63638.85375363667,93930.00012748847,桃園市桃園區同德六街１５９號五樓
RPTTMLOKIIKFFAH48CA,2015/9/4 00:00:00,2004/2/13 00:00:00,1,94304,12499995,3,2,2,133,0,0,12499995,1,2,1,0,14,0,73,0,8,11,2,121.29715010338812,25.018188084632676,-4.230021193317996e+16,94304.00094067524,84247.25114731405,94304.00094067524,桃園市桃園區中正路１１５５號
RPRSMLPKIIKFFAH28CA,2015/9/23 00:00:00,1998/11/17 00:00:00,4,67494,4680034,2,2,1,69,0,0,4680034,1,1,0,4,7,0,49,0,6,13,0,121.29622480620388,25.016591924793225,74351.55598486014,67493.99995493986,49389.31669286635,67493.99995493986,桃園市桃園區中埔六街40號四樓之1
RPSOMLRLIIKFFAH38DA,2015/9/6 00:00:00,2011/1/10 00:00:00,11,76704,21500131,4,2,2,280,0,0,21500131,1,1,2,0,12,0,129,9,12,34,2,121.29723186503976,25.015109276392064,78266.65598128036,76703.99993804944,66310.14896329692,76703.99993804944,桃園市桃園區同德六街１５３號１１樓
RPXOMLOJJIKFFAH38CA,2015/10/3 00:00:00,1996/1/31 00:00:00,11,38585,6500029,3,2,2,168,0,0,6500029,1,1,1,0,14,0,107,0,13,26,2,121.29698694600276,25.01626538626432,42705.14995932444,38585.00044663006,54446.61772603358,38585.00044663006,桃園市桃園區同德六街160號十一樓
RPTNMLTKJIKFFAH48CA,2015/10/2 00:00:00,2004/5/19 00:00:00,2,64631,7640031,2,2,1,118,0,0,7640031,1,1,1,4,9,0,56,0,8,16,2,121.29588665506861,25.016059929259846,70928.33432674588,64631.00001689052,60174.81784704271,64631.00001689052,桃園市桃園區中埔六街３７號二樓
RPVQMLPLJIKFFAH68CA,2015/10/26 00:00:00,1996/1/31 00:00:00,12,54989,8199960,3,2,2,149,0,0,8199960,1,1,1,0,12,0,91,0,11,22,2,121.29698694600276,25.01626538626432,56429.8404574427,54988.999874382775,55365.11147159175,54988.999874382775,桃園市桃園區同德六街１５８巷１８號十二樓
RPVOMLRJKIKFFAH68DA,2015/10/18 00:00:00,2011/1/10 00:00:00,9,84708,22999916,4,2,2,272,0,0,22999916,1,1,2,0,12,0,121,9,14,33,2,121.29723186503976,25.015109276392064,87112.78198511079,84707.99975377212,86332.75467012459,84707.99975377212,桃園市桃園區同德六街１４３號９樓
RPOPMLOJKIKFFAH67CA,2015/11/11 00:00:00,2007/10/1 00:00:00,2,78080,16299981,4,2,2,209,0,0,16299981,1,1,1,0,13,0,114,4,13,30,2,121.29732896610147,25.014287508219027,84673.66340941541,78079.99928472891,55897.882254818884,78079.99928472891,桃園市桃園區中埔一街８８巷５８號二樓
RPPQMLSLKIKFFAH48CA,2015/11/16 00:00:00,2004/5/19 00:00:00,6,62897,8999932,3,2,2,143,0,0,8999932,1,2,1,4,9,0,72,0,10,21,2,121.29588665506861,25.016059929259846,75004.02932613497,62897.00001197948,54735.99346835927,62897.00001197948,桃園市桃園區中埔六街57號六樓
RPTSMLSLKIKFFAH56DA,2015/11/28 00:00:00,1996/1/31 00:00:00,8,55297,8199992,3,2,2,148,0,0,8199992,1,1,1,0,13,0,91,0,10,22,2,121.29698694600276,25.01626538626432,56040.21056135776,55297.00007966951,57127.42434569949,55297.00007966951,桃園市桃園區同德六街１５８巷３號８樓
RPRVMLTLKIKFFAH66CA,2015/12/7 00:00:00,1999/7/21 00:00:00,1,65038,8999958,3,2,2,138,0,0,8999958,1,1,1,0,13,0,75,0,13,13,2,121.29531483989736,25.01725279962561,66574.32142064894,65037.99992093305,62654.87078680555,65037.99992093305,桃園市桃園區中埔六街１０７號及中埔六街117號
RPPNMLSLJHLFFAH08CA,2015/12/22 00:00:00,2007/10/1 00:00:00,13,76245,11500033,3,2,2,151,0,0,11500033,1,1,1,0,13,0,77,0,11,21,2,121.29732896610147,25.014287508219027,81918.80277636285,76244.99972777104,75650.18494949627,76244.99972777104,桃園市桃園區中埔一街８８巷６８號十三樓
RPUOMLPKKHLFFAH38CA,2015/12/22 00:00:00,1999/7/21 00:00:00,5,63657,8799307,3,2,2,138,0,0,8799307,1,2,1,0,14,0,76,0,10,13,2,121.29531483989736,25.01725279962561,64523.159190849474,63656.999987880554,61193.489109611284,63656.999987880554,桃園市桃園區南平路４３６號五樓
RPWPMLLJKHLFFAH28DA,2015/12/20 00:00:00,2002/3/25 00:00:00,5,69073,11499964,3,2,2,166,0,0,11499964,1,1,1,0,13,0,86,3,12,26,2,121.29802543841582,25.015495904266167,71006.32280920075,69073.00003646709,66251.17255630415,69073.00003646709,桃園市桃園區中埔五街３６號５樓
RPPRMLPLLHLFFAH38CA,2016/1/28 00:00:00,2006/5/29 00:00:00,4,82616,11999974,3,2,2,145,0,0,11999974,1,2,1,0,12,0,76,2,8,25,2,121.29602365739149,25.015346422005287,80735.10563588153,82615.99943722786,54748.81183109943,82615.99943722786,桃園市桃園區同德六街178號四樓
RPWOMLRJLHLFFAH78CA,2015/8/18 00:00:00,2012/11/2 00:00:00,29,130070,85210158,5,2,6,725,5100000,70,90310158,1,1,3,0,38,1,427,16,33,60,2,121.29954048372863,25.01513172864115,126057.15926158644,130069.99807043385,-3.465983616087024e+35,130069.99807043385,桃園市桃園區中正路1130號二十九樓
RPWNMLSLLHLFFAH09DA,2016/2/4 00:00:00,2011/1/10 00:00:00,6,77376,18530004,4,2,2,239,0,0,18530004,1,1,2,0,11,0,103,7,11,28,2,121.29723186503976,25.015109276392064,78846.15592583816,77376.00024590803,77189.1933567332,77376.00024590803,桃園市桃園區同德六街１７３號６樓
RPPWNLMJNHLFFAH78DA,2016/3/21 00:00:00,2011/1/10 00:00:00,9,80812,27379914,4,2,3,339,0,0,27379914,1,1,3,0,12,0,143,10,15,40,2,121.29723186503976,25.015109276392064,81625.76406701888,80812.00021539623,79173.65768049545,80812.00021539623,桃園市桃園區同德六街１５５號９樓
RPPOMLLMNHLFFAH97CA,2016/4/27 00:00:00,2006/5/29 00:00:00,12,86806,12000061,3,2,2,138,0,0,12000061,1,1,1,0,12,0,69,0,11,23,2,121.29602365739149,25.015346422005287,81114.46100864586,86806.00007306511,68031.07818558322,86806.00007306511,桃園市桃園區同德六街188號12樓
RPRONLNJOHLFFAH28CA,2016/4/24 00:00:00,2006/5/29 00:00:00,4,80699,13580028,4,2,2,168,0,0,13580028,1,1,1,0,12,0,89,2,11,29,2,121.29602365739149,25.015346422005287,81168.68478188237,80698.99952177951,79297.60895679254,80698.99952177951,桃園市桃園區同德六街186號四樓
RPWUMLRKOHLFFAH17CA,2016/5/8 00:00:00,2004/1/8 00:00:00,3,62729,6000029,3,2,2,96,0,0,6000029,1,1,0,0,11,1,63,1,7,17,0,121.2951982735034,25.014084102647985,66079.99629046467,62728.99995427029,66813.05336570423,62728.99995427029,桃園市桃園區中埔二街２００號三樓
RPWQMLPLPHLFFAH76CA,2016/5/26 00:00:00,2012/11/2 00:00:00,8,121803,81083039,0,0,3,736,0,70,81083039,1,1,3,0,38,1,436,16,34,61,2,121.29954048372863,25.01513172864115,122079.97387086981,121802.99749237605,-3.6970491904928266e+31,121802.99749237605,桃園市桃園區中正路１１３２號八樓
RPRNMLSKPHLFFAH78CA,2016/6/9 00:00:00,2011/1/10 00:00:00,9,83312,16974820,4,2,2,271,0,68,16974820,1,1,2,0,12,0,121,9,14,33,2,121.29723186503976,25.015109276392064,87239.32504693413,83311.9997560814,86192.33226946529,83311.9997560814,桃園市桃園區同德六街１４７號九樓
RPRRMLLJQHLFFAH48CA,2016/5/16 00:00:00,2004/2/13 00:00:00,10,87779,8999981,3,2,1,125,500000,22,9499981,1,1,1,0,14,0,60,4,10,10,2,121.29715010338812,25.018188084632676,72566.31447380412,87778.99987696987,62043.17903674257,87778.99987696987,桃園市桃園區中正路1147號十樓
RPTQMLSJQHLFFAH66CA,2016/6/17 00:00:00,1996/1/31 00:00:00,10,63398,10680027,4,2,2,168,0,0,10680027,1,1,1,0,14,0,107,0,13,26,2,121.29698694600276,25.01626538626432,47240.67642739587,63397.999991178,55702.69442470572,63397.999991178,桃園市桃園區同德六街156號十樓
RPTPMLSKQHLFFAH66CA,2016/7/11 00:00:00,2011/1/10 00:00:00,6,90097,17416651,4,2,2,261,0,68,17416651,1,1,2,0,12,0,115,9,12,31,2,121.29723186503976,25.015109276392064,83864.64891812002,90097.00158074754,85665.35256719669,90097.00158074754,桃園市桃園區同德六街１３５號六樓
RPRNMLKLRHLFFAH38DA,2016/8/1 00:00:00,2011/1/10 00:00:00,6,91821,18780149,4,2,2,238,0,34,18780149,1,1,1,0,12,0,122,8,14,32,2,121.29723186503976,25.015109276392064,89701.63105302112,91820.99916130729,72764.07829996262,91820.99916130729,桃園市桃園區同德六街149號6樓
RPRSMLRJRHLFFAH66CA,2016/7/5 00:00:00,1999/7/21 00:00:00,10,65082,10349990,4,2,2,159,0,0,10349990,1,2,1,0,13,0,91,2,12,15,2,121.29531483989736,25.01725279962561,68696.43362518582,65082.00000527534,67353.12505086401,65082.00000527534,桃園市桃園區中埔六街１０１號十樓
RPTOMLNLJILFFAH38EA,2016/9/2 00:00:00,2003/1/2 00:00:00,2,74428,8099999,2,2,1,109,0,0,8099999,1,1,1,4,9,0,57,2,8,15,2,121.29654082365685,25.016157937223717,75625.09219088903,74428.0001790594,73608.78279477145,74428.0001790594,桃園市桃園區中埔六街14之1號二樓
RPROMLOKIILFFAH87CA,2016/7/26 00:00:00,2006/5/29 00:00:00,6,86038,14179923,4,2,2,165,0,0,14179923,1,2,1,0,12,0,91,2,7,29,2,121.29602365739149,25.015346422005287,84865.50175147293,86037.99972122673,65377.07257306068,86037.99972122673,桃園市桃園區同德六街192號六樓
RPPOMLQLIILFFAH97CA,2016/8/31 00:00:00,2004/7/27 00:00:00,10,73468,9600064,2,2,2,131,0,0,9600064,1,2,1,0,14,0,68,2,8,12,2,121.29755296671576,25.016787895131884,73638.63588932075,73467.99973926143,73485.21874586615,73467.99973926143,桃園市桃園區中正路1097號十樓
RPSNMLLKJILFFAH67CA,2016/10/1 00:00:00,1994/6/16 00:00:00,2,48854,4859996,3,2,2,99,0,0,4859996,1,1,0,4,7,0,70,1,7,18,0,121.29492153436024,25.0185175399686,57672.60546837331,48853.99995211855,56230.870661540444,48853.99995211855,桃園市桃園區中埔六街１６７號二樓
RPQOMLOJJILFFAH97EA,2016/9/21 00:00:00,2004/1/8 00:00:00,2,78178,5800026,2,1,1,74,0,0,5800026,1,1,0,0,11,1,50,1,4,13,0,121.2951982735034,25.014084102647985,78690.24154118817,78177.99997147376,79633.45121591265,78177.99997147376,桃園市桃園區中埔二街２０２之１號二樓
RPTNMLMJKILFFAH87CA,2016/11/11 00:00:00,2012/11/2 00:00:00,22,99760,38566218,0,0,0,458,0,71,38566218,1,1,3,0,32,1,234,8,19,37,2,121.29954048372863,25.01513172864115,97667.71493353025,99760.00023094962,88757.1505176374,99760.00023094962,桃園市桃園區中正路1092號二十二樓
RPWOMLPKKILFFAH78DA,2016/11/6 00:00:00,2004/7/27 00:00:00,5,77377,8000008,3,2,2,103,0,0,8000008,1,1,0,0,14,0,68,2,8,11,0,121.29755296671576,25.016787895131884,77843.8550815523,77376.99960451733,54574.22080117951,77376.99960451733,桃園市桃園區中正路１０９７號５樓
RPXOMLQKKILFFAH98DA,2016/10/26 00:00:00,1996/1/31 00:00:00,12,57005,8500016,3,2,2,149,0,0,8500016,1,1,1,0,13,0,91,0,10,22,2,121.29698694600276,25.01626538626432,55990.4592548685,57004.999835185285,54334.028136584675,57004.999835185285,桃園市桃園區同德六街１５８巷１０號１２樓
RPPNMLLJJHMFFAH37DA,2016/11/14 00:00:00,2001/8/3 00:00:00,8,73202,9579946,3,2,2,131,0,0,9579946,1,1,1,0,14,0,73,2,9,12,2,121.29606896182219,25.017711742392013,74514.61010320463,73202.00090109838,68937.58752257019,73202.00090109838,桃園市桃園區中埔六街１０２號８樓
RPWNMLQLJHMFFAH68CA,2016/12/26 00:00:00,2012/11/2 00:00:00,27,129075,98000194,5,2,5,759,0,0,98000194,1,1,4,0,38,1,436,16,34,64,2,121.29954048372863,25.01513172864115,123923.71348317958,129074.9988982992,-1.3652124354476112e+35,129074.9988982992,桃園市桃園區中正路１１３２號二十七樓
RPVNMLMJLHMFFAH18CA,2017/2/6 00:00:00,2004/7/27 00:00:00,9,66982,3766398,3,2,2,70,0,14,3766398,1,1,1,0,14,0,36,1,6,6,2,121.29755296671576,25.016787895131884,67811.79965123715,66982.00004130536,64124.577949200306,66982.00004130536,桃園市桃園區中正路１１１１之１號九樓
RPUOMLOLKHMFFAH48CA,2017/1/25 00:00:00,1996/1/31 00:00:00,6,53425,8999976,3,2,2,168,0,0,8999976,1,1,1,0,14,0,107,0,13,26,2,121.29698694600276,25.01626538626432,55111.11456447263,53425.00018483669,57653.87567802127,53425.00018483669,桃園市桃園區同德六街１６０號六樓
RPWOMLQJLHMFFAH78CA,2017/2/6 00:00:00,2004/7/27 00:00:00,14,78658,10599952,3,2,2,135,0,0,10599952,1,1,1,0,14,0,71,0,9,12,2,121.29755296671576,25.016787895131884,78570.8143362833,78657.99942115416,65673.64783729824,78657.99942115416,桃園市桃園區中正路１１０５之１號十四樓
RPORMLLMLHMFFAH08CA,2017/2/10 00:00:00,2016/11/2 00:00:00,3,81566,7730010,2,2,2,128,1650000,33,9380010,1,1,1,4,10,0,54,8,5,21,2,121.29754759234626,25.014557919508764,90231.28919040637,81565.99972641742,84114.50975145727,81565.99972641742,桃園市桃園區中埔五街17號三樓
RPUQMLLMLHMFFAH58CA,2017/2/10 00:00:00,2016/11/2 00:00:00,6,84415,8000010,2,2,2,128,1800000,33,9800010,1,1,1,4,10,0,54,8,5,21,2,121.29754759234626,25.014557919508764,85228.86969714414,84415.00090323975,82504.79855188113,84415.00090323975,桃園市桃園區中埔五街17號六樓
RPPQMLLMLHMFFAH08CA,2017/2/10 00:00:00,2016/11/2 00:00:00,7,84705,10450056,3,2,2,157,1350000,33,11800056,1,1,1,4,10,0,72,5,8,27,2,121.29754759234626,25.014557919508764,89394.3099879685,84704.99975239775,83776.8478509387,84704.99975239775,桃園市桃園區中埔五街21號七樓
RPXPMLPJMHMFFAH98CA,2017/2/10 00:00:00,2016/11/2 00:00:00,8,82273,10150020,3,2,2,157,1650000,33,11800020,1,1,1,4,10,0,72,5,8,27,2,121.29754759234626,25.014557919508764,86686.87806727311,82272.99992194053,84374.48162922123,82272.99992194053,桃園市桃園區中埔五街21號八樓
RPSNMLSLLHMFFAH68CA,2017/2/10 00:00:00,2016/11/2 00:00:00,2,87897,8329999,2,2,2,128,1650000,33,9979999,1,1,1,4,10,0,54,8,5,21,2,121.29754759234626,25.014557919508764,89114.92860195445,87897.001214726,84969.4042380974,87897.001214726,桃園市桃園區中埔五街17號二樓
RPUPMLRKMHMFFAH98CA,2017/2/13 00:00:00,2016/11/2 00:00:00,8,86788,10950042,3,2,2,160,1350000,33,12300042,1,1,1,4,10,0,72,5,10,28,2,121.29754759234626,25.014557919508764,87047.57142892056,86788.0000648189,85756.49253192815,86788.0000648189,桃園市桃園區中埔五街15號八樓
RPVPMLRKMHMFFAH09CA,2017/2/10 00:00:00,2016/11/2 00:00:00,5,83206,10880017,3,2,2,164,1800000,33,12680017,1,1,1,4,10,0,76,6,8,29,2,121.29754759234626,25.014557919508764,83829.32091733982,83206.00034936918,85473.46608647784,83206.00034936918,桃園市桃園區中埔五街23號五樓
RPXPMLRKMHMFFAH66CA,2017/2/10 00:00:00,2016/11/2 00:00:00,2,90751,11450054,3,2,2,160,1650000,33,13100054,1,1,1,4,10,0,72,5,10,28,2,121.29754759234626,25.014557919508764,90214.11716713512,90750.99995481345,83245.102421198,90750.99995481345,桃園市桃園區中埔五街15號二樓
RPUPMLRLMHMFFAH09CA,2017/2/10 00:00:00,2016/11/2 00:00:00,10,93301,12200039,3,2,2,164,1550000,33,13750039,1,1,1,4,10,0,76,6,8,29,2,121.29754759234626,25.014557919508764,86742.65152029532,93300.99919748036,85612.12276103941,93300.99919748036,桃園市桃園區中埔五街23號十樓
RPXOMLOLMHMFFAH98CA,2017/2/10 00:00:00,2016/11/2 00:00:00,10,93716,8590009,3,2,2,125,1700000,33,10290009,1,1,1,4,10,0,55,2,6,20,2,121.29754759234626,25.014557919508764,93811.28633754457,93715.99874575253,82038.09731111708,93715.99874575253,桃園市桃園區中埔五街19號十樓
RPSPMLMKPHMFFAH78EA,2017/3/24 00:00:00,1998/3/4 00:00:00,12,64698,8500023,3,2,2,131,0,0,8500023,1,1,1,0,13,0,76,0,10,13,2,121.29502560557336,25.016458884735147,66258.24759163782,64698.0000219108,67224.67512038788,64698.0000219108,桃園市桃園區南平路465號十二樓
RPWPMLNKMHMFFAH78CA,2017/3/18 00:00:00,2001/8/3 00:00:00,4,72755,12299960,4,2,2,169,0,0,12299960,1,2,1,0,14,0,95,2,16,15,2,121.29608851830596,25.017603364049812,66690.35234671933,72754.99992609886,72218.20648377597,72754.99992609886,桃園市桃園區中埔六街８６號四樓
RPQOMLNJNHMFFAH08CA,2017/3/2 00:00:00,2004/2/13 00:00:00,13,67132,12399952,3,2,2,185,0,0,12399952,1,1,1,0,14,0,102,7,11,16,2,121.2970907628188,25.018233344624843,68922.19855531475,67132.00011002379,65472.05949077403,67132.00011002379,桃園市桃園區中正路１１５９號十三樓
RPUNMLQKNHMFFAH78CA,2017/3/28 00:00:00,2016/11/2 00:00:00,4,94043,8619981,3,2,2,125,1350000,33,9969981,1,1,1,4,10,0,55,2,6,20,2,121.29754759234626,25.014557919508764,94403.2282005109,94042.99889555872,82770.36664530257,94042.99889555872,桃園市桃園區中埔五街19號四樓
