id,transactiontime,completiontime,transferFloor,unitPrice,priceWithoutParking,roomNumber,hallNumber,bathNumber,buildingTransferArea,parkingSpacePrice,parkingSpaceTransferArea,price,landAmount,buildingAmount,parkAmount,buildingType,floor,urbanLandUse,buildingArea,subBuildingArea,belconyArea,landTransferArea,parkingSpaceType,longitude,latitude,yhat-hnn,y_x,yhat-mlp,y_y,address
RPROMLMLNHKFFAH08CA,2015/4/10 00:00:00,1994/3/5 00:00:00,7,51608,5200022,3,2,2,101,0,0,5200022,1,1,0,4,8,0,82,0,7,18,0,121.2748176619997,24.991814206060145,53664.934826206765,51607.99986590646,55115.210201778966,51607.99986590646,桃園市桃園區國豐十街256之1號七樓
RPROMLPKNHKFFAH28CA,2015/4/3 00:00:00,1994/4/13 00:00:00,8,42750,4849987,2,2,1,113,0,0,4849987,1,1,0,4,8,0,81,0,11,18,0,121.27647287002372,24.992208386123934,45993.03593284529,42750.00171286306,47587.688011273465,42750.00171286306,桃園市桃園區國豐六街２１３號八樓
RPOPMLSKQHKFFAH78DA,2015/7/8 00:00:00,2006/9/13 00:00:00,6,50842,6399483,2,2,1,126,0,0,6399483,1,1,1,4,10,0,64,1,4,19,2,121.2754432153921,24.992472117113977,49986.95316691391,50841.99977172386,48546.9505816705,50841.99977172386,桃園市桃園區國強十三街９８號６樓
RPQRMLQKRHKFFAH98CA,2015/8/10 00:00:00,1994/3/5 00:00:00,2,49470,3500003,2,1,1,71,0,0,3500003,1,1,0,4,8,0,50,0,7,13,0,121.2748176619997,24.991814206060145,51940.97575657607,49470.000940355945,52203.77529930683,49470.000940355945,桃園市桃園區國豐十街２６０號二樓
RPUNMLSKRHKFFAH56CA,2015/7/23 00:00:00,1994/3/21 00:00:00,7,50758,4685979,3,2,2,156,0,63,4685979,1,1,1,4,7,0,82,1,10,20,2,121.27686515158553,24.990438105033764,53431.42303758659,50757.99973324154,51458.41455989408,50757.99973324154,桃園市桃園區國豐七街６４號七樓
RPSSMLOKKIKFFAH48CA,2015/10/23 00:00:00,1994/4/13 00:00:00,7,41584,4800041,3,2,2,115,0,0,4800041,1,1,0,4,8,0,84,0,8,19,0,121.27647287002372,24.992208386123934,49992.935069525985,41584.000536842956,57526.3632961133,41584.000536842956,桃園市桃園區國豐六街２１９號七樓
RPWQMLQJOHLFFAH56CA,2016/5/13 00:00:00,1999/1/21 00:00:00,8,52559,4950007,3,2,2,94,0,0,4950007,1,1,0,0,13,0,57,0,13,10,0,121.27510646632513,24.992499825075296,55023.10650104759,52558.999916472036,57765.38118481692,52558.999916472036,桃園市桃園區文中路749巷13號八樓
RPXPMLKLPHLFFAH88CA,2016/6/15 00:00:00,1994/4/13 00:00:00,6,42047,4700014,3,2,2,112,0,0,4700014,1,1,0,4,8,0,79,0,11,18,0,121.27647287002372,24.992208386123934,45418.28919970765,42047.000107105036,45103.08687302134,42047.000107105036,桃園市桃園區國豐六街２０９之２號六樓
RPSRMLMKPHLFFAH68CA,2016/5/30 00:00:00,1999/1/21 00:00:00,2,48418,5999959,3,2,2,124,0,0,5999959,1,1,1,0,13,0,57,0,13,10,2,121.27510646632513,24.992499825075296,51894.63247475466,48417.99981656185,51674.92415844019,48417.99981656185,桃園市桃園區文中路７４９巷１３號二樓
RPWNMLTLRHLFFAH17DA,2016/8/26 00:00:00,1999/1/21 00:00:00,5,50979,6980045,3,2,2,137,0,0,6980045,1,1,1,0,13,0,66,0,13,12,2,121.27510646632513,24.992499825075296,39391.58297275484,50978.99970611693,50398.65540943932,50978.99970611693,桃園市桃園區國強十三街１００號５樓
RPUPMLSKJILFFAH78CA,2016/9/25 00:00:00,1994/3/5 00:00:00,5,42808,5499972,3,2,1,128,0,0,5499972,1,1,1,4,8,0,78,2,10,18,2,121.27479917462824,24.992410109656127,45205.80129748408,42807.999172038915,41801.44287009109,42807.999172038915,桃園市桃園區文中路749巷10號五樓
RPSNMLPLJILFFAH28DA,2016/10/9 00:00:00,1999/1/21 00:00:00,13,48069,5949981,3,2,2,124,0,0,5949981,1,1,1,0,13,0,60,0,12,11,2,121.27510646632513,24.992499825075296,50420.89624119446,48068.999528307206,53940.03244902598,48068.999528307206,桃園市桃園區文中路７４９巷７號１３樓
RPTNMLPJJHMFFAH08CA,2016/11/28 00:00:00,2014/6/30 00:00:00,5,75621,14315055,3,2,2,263,2900000,73,17215055,1,1,2,0,11,0,116,2,13,32,2,121.27611628948424,24.99222710488751,75720.723492723,75620.99944190236,75402.50768583715,75620.99944190236,桃園市桃園區桃園區龍安里6鄰國強十三街77號5樓
RPRPMLOJJHMFFAH18EA,2016/12/6 00:00:00,1994/3/5 00:00:00,2,56185,5599959,3,1,2,100,0,0,5599959,1,1,0,4,8,0,78,1,10,18,0,121.27479917462824,24.992410109656127,45913.69494656157,56184.99990881869,42125.79346797742,56184.99990881869,桃園市桃園區文中路７４９巷６號二樓
RPQOMLOLKHMFFAH08CA,2017/2/10 00:00:00,2014/6/30 00:00:00,7,71235,15500024,3,2,2,254,1500000,37,17000024,1,1,1,0,11,0,132,5,13,37,2,121.27611628948424,24.99222710488751,68006.45795607564,71234.99974323114,72295.55761035476,71234.99974323114,桃園市桃園區龍安里6鄰國強十三街79號7樓
RPPPMLRKPHMFFAH98EA,2017/2/8 00:00:00,1994/3/5 00:00:00,2,45936,3249972,2,1,1,71,0,0,3249972,1,1,0,4,8,0,50,0,7,13,0,121.2748176619997,24.991814206060145,51935.87498402106,45935.99932134967,52203.77529930683,45935.99932134967,桃園市桃園區國豐十街２６０號二樓
RPUOMLPJMHMFFAH58CA,2017/2/19 00:00:00,2014/6/30 00:00:00,2,78652,14713430,3,2,2,260,3000000,73,17713430,1,1,2,0,11,0,116,0,13,32,2,121.27611628948424,24.99222710488751,78470.98842405528,78652.000188624,74591.45076741863,78652.000188624,桃園市桃園區龍安里6鄰國強十三街77號2樓
RPSNMLQJOHMFFAH58CA,2017/4/30 00:00:00,1999/1/21 00:00:00,7,50436,7799927,4,2,2,155,0,0,7799927,1,1,1,0,13,0,82,0,14,15,2,121.27510646632513,24.992499825075296,56485.22783840099,50436.00022757478,58804.74552490141,50436.00022757478,桃園市桃園區國強十三街１０４號七樓
RPXNMLLJKIMFFAH28CA,2017/9/29 00:00:00,1994/3/30 00:00:00,9,45225,6449990,3,2,2,143,0,0,6449990,1,1,1,4,9,0,90,4,10,20,2,121.27783065991451,24.992494763440178,45405.60273689956,45225.00092117075,48222.83798132581,45225.00092117075,桃園市桃園區國豐三街２１５號九樓
RPUPMLOKJIMFFAH48CA,2017/10/5 00:00:00,1994/3/30 00:00:00,3,48030,6899990,3,2,2,144,0,0,6899990,1,1,1,4,9,0,91,4,9,20,2,121.27783065991451,24.992494763440178,50288.78276603613,48030.00028065899,50177.47039154975,48030.00028065899,桃園市桃園區國豐三街219號三樓
RPPNMLLLJIMFFAH57CA,2017/10/15 00:00:00,1999/1/21 00:00:00,10,49636,6200033,4,2,2,125,0,0,6200033,1,1,0,0,13,0,82,0,14,15,0,121.27510646632513,24.992499825075296,51843.781873795175,49636.00037455553,51669.07319298695,49636.00037455553,桃園市桃園區文中路７４９巷１５號十樓
RPPRMLMKMHNFFAH28CA,2018/2/12 00:00:00,2006/9/13 00:00:00,4,46184,7660078,4,2,2,166,0,0,7660078,1,1,1,4,10,0,92,2,5,27,2,121.2754432153921,24.992472117113977,51167.12463183909,46184.00007681296,51361.2100866077,46184.00007681296,桃園市桃園區國強十三街８６之１號四樓
RPRPMLMJIINFFAH97DA,2018/8/12 00:00:00,2006/9/13 00:00:00,3,49102,6149534,2,2,1,125,1100000,0,7249534,1,1,1,4,10,0,64,1,3,19,2,121.2754432153921,24.992472117113977,49679.330946395974,49102.00012991791,48817.55840782437,49102.00012991791,桃園市桃園區國強十三街９６號３樓
RPQOMLTKLHOFFAH98EA,2018/11/17 00:00:00,1994/3/21 00:00:00,7,25174,3400000,1,1,1,135,0,0,3400000,1,1,0,5,7,0,50,69,9,11,0,121.27686515158553,24.990438105033764,43443.7298869016,25173.99879568576,35524.604307751084,25173.99879568576,桃園市桃園區國豐七街７２號七樓
RPSRMLTLJHOFFAH56CA,2018/12/19 00:00:00,1994/3/5 00:00:00,3,41508,4350038,3,2,2,105,0,0,4350038,1,1,0,4,8,0,81,0,12,19,0,121.2748176619997,24.991814206060145,41912.822253594044,41508.00114387444,45290.051657005344,41508.00114387444,桃園市桃園區國豐十街２５６之２號三樓
RPPNMLRKNHLFFAH28CA,2016/4/17 00:00:00,1994/9/15 00:00:00,8,40665,4229973,3,2,2,104,0,0,4229973,2,1,1,4,8,2,78,0,9,19,2,121.3014562625302,25.03280521526776,44179.47155900647,40664.99883213039,49767.13470934231,40664.99883213039,桃園市桃園區水汴二路２３號八樓之１　　　　
RPPQMLLLMHLFFAH97CA,2016/3/31 00:00:00,2008/3/30 00:00:00,3,42348,24418704,0,0,0,577,0,0,24418704,2,2,0,4,10,4,401,15,0,98,0,121.30552192563988,25.0299349541294,9.6277322669084e+21,42347.999603151206,-2.4069330667270998e+35,42347.999603151206,桃園市桃園區春日路１４９２之２號三樓及春日路1492之3號三樓
RPVNMLQJKHKFFAH28CA,2015/1/13 00:00:00,1992/12/12 00:00:00,4,37431,3199976,2,2,1,85,0,0,3199976,1,1,0,3,5,0,72,1,8,24,0,121.3218762556556,24.989724597669365,41368.0216188994,37431.00120165388,45508.13615999567,37431.00120165388,桃園市桃園區萬壽路三段99巷36號四樓
RPROMLKMJHLFFAH87EA,2015/11/14 00:00:00,1989/12/29 00:00:00,5,33883,4499662,3,2,2,133,0,0,4499662,3,2,1,3,5,0,98,2,7,34,2,121.32165217908953,24.991169610532104,41709.024342514575,33882.99893438507,38191.60938065773,33882.99893438507,桃園市桃園區萬壽路三段99巷5弄5之4號
RPPTMLKMOHLFFAH48CA,2016/6/6 00:00:00,1993/1/20 00:00:00,5,43682,4200024,2,2,2,96,0,0,4200024,1,1,0,4,5,0,82,1,10,25,0,121.3216075045452,24.989228622057336,46681.03368063856,43682.00085613596,45852.411349808375,43682.00085613596,桃園市桃園區紹興街１１６號五樓
RPQNMLMLKHMFFAH77CA,2016/12/28 00:00:00,1981/7/18 00:00:00,1,68197,6150005,4,2,2,90,0,0,6150005,1,1,0,3,4,0,80,11,0,34,0,121.3214884229502,24.989147624633567,69936.98733856938,68196.99982770608,71891.67077577434,68196.99982770608,桃園市桃園區林森路１０３巷３０號
RPQNMLLKIIMFFAH47CA,2017/8/12 00:00:00,1989/12/29 00:00:00,4,33883,4499662,3,2,2,133,0,0,4499662,3,2,1,3,5,0,98,2,7,34,2,121.32165217908953,24.991169610532104,36550.1984874835,33882.99893438507,39012.48523810596,33882.99893438507,桃園市桃園區萬壽路三段99巷5弄5之3號
RPXPMLPJKHNFFAH98DA,2017/12/4 00:00:00,1981/7/18 00:00:00,1,72633,6550044,4,2,2,90,0,0,6550044,1,1,0,3,4,0,80,11,0,34,0,121.3214884229502,24.989147624633567,69943.24363155106,72632.99999857764,71891.67077577434,72632.99999857764,桃園市桃園區林森路１０３巷３０號
RPVWMLMJQHNFFAH07CA,2018/6/30 00:00:00,1989/12/29 00:00:00,3,32825,4499651,3,2,1,137,0,0,4499651,3,2,1,3,5,0,103,3,5,36,6,121.32169161515267,24.991097298870795,36604.16385238597,32824.999733388686,38032.605456723286,32824.999733388686,桃園市桃園區萬壽路三段９９巷７之２號
RPSNMLNLMHKFFAH08CA,2015/3/24 00:00:00,1985/7/18 00:00:00,8,49791,6799957,3,2,1,137,0,0,6799957,1,1,0,0,12,0,89,0,17,21,0,121.3244581883698,24.995930459284004,51612.06353914168,49791.00031719481,51993.73881027305,49791.00031719481,桃園市桃園區壽山路204號八樓之4
RPPNMLNJKHKFFAH37CA,2015/1/8 00:00:00,1981/8/6 00:00:00,7,53882,2450015,1,1,1,45,0,0,2450015,5,1,0,4,10,1,38,0,0,6,0,121.3147976075814,24.991337750771855,50998.376480077306,53881.999752350035,48542.71938589384,53881.999752350035,桃園市桃園區民生路60號七樓之12
RPPNNLQKKHKFFAH87CA,2015/1/25 00:00:00,1994/2/7 00:00:00,8,63425,4500004,2,2,1,71,0,0,4500004,1,1,0,4,10,2,44,0,6,8,0,121.31610146320207,24.989872401245844,64458.34685692127,63425.00000354732,62497.22163884478,63425.00000354732,桃園市桃園區萬壽路三段２３１號八樓
RPRQMLOJLHKFFAH08CA,2015/2/11 00:00:00,1980/10/7 00:00:00,4,39540,1580018,1,1,1,40,0,0,1580018,1,1,0,0,12,1,30,0,0,4,0,121.31417159993867,24.990580696124013,50893.717253696654,39540.0002422886,55593.90778950224,39540.0002422886,桃園市桃園區復興路83號四樓之11
RPUPMLRKLHKFFAH68CA,2015/2/2 00:00:00,1988/9/13 00:00:00,11,66243,4799968,1,1,1,72,0,0,4799968,0,1,0,5,12,1,47,0,8,8,0,121.311878038888,24.992418267053804,64847.38326107835,66242.99995949207,64036.16482782333,66242.99995949207,桃園市桃園區成功路一段４１巷１之１０號
RPTOMLQKLHKFFAH38CA,2015/2/27 00:00:00,1984/1/14 00:00:00,2,53580,4550014,3,2,1,85,0,0,4550014,1,1,0,3,5,0,79,0,6,19,0,121.31156236306472,24.992942570075623,55293.66214489257,53580.000897694554,49000.222291250095,53580.000897694554,桃園市桃園區新民街７１巷２２之１號
RPORMLLMLHKFFAH87CA,2015/3/12 00:00:00,1997/3/22 00:00:00,18,67500,3399975,2,1,1,50,0,0,3399975,1,1,0,0,21,1,28,0,5,5,0,121.31392303347732,24.990220088451554,66699.3394496812,67499.9999576886,63929.105966197014,67499.9999576886,桃園市桃園區復興路９９號十八樓之４
RPTOMLMJMHKFFAH08DA,2015/2/15 00:00:00,1989/5/22 00:00:00,7,24058,900010,1,0,1,37,0,0,900010,1,1,0,5,12,1,25,0,4,4,0,121.31569901025628,24.991317784463444,53958.90607769809,24057.998284420617,49441.98943843467,24057.998284420617,桃園市桃園區復興路９６號７樓之２０
RPOSMLTKNHKFFAH78CA,2015/4/16 00:00:00,2003/7/28 00:00:00,7,87249,5699977,1,1,1,65,0,0,5699977,1,1,0,0,14,0,39,1,7,9,0,121.3116984561586,24.987985744082582,70997.62068711399,87249.00091786237,63747.81287929144,87249.00091786237,桃園市桃園區介壽路3之12號七樓
RPTOMLMKNHKFFAH18CA,2015/4/12 00:00:00,1997/12/24 00:00:00,13,58125,2250019,0,0,0,39,0,0,2250019,1,1,0,0,17,1,23,0,4,3,0,121.31183467875236,24.990937715710025,60772.74681159654,58125.00009154339,59010.601460030244,58125.00009154339,桃園市桃園區中華路３號十三樓之１１
RPPNMLKLNHKFFAH77EA,2015/5/7 00:00:00,1988/12/3 00:00:00,10,88670,9000005,0,0,0,102,0,0,9000005,1,1,0,0,12,1,73,0,4,9,0,121.31197058277408,24.989835977304228,87354.1319031241,88670.00028515735,86651.53081102838,88670.00028515735,桃園市桃園區民權路６號十樓之３
RPTNMLLLOHKFFAH18CA,2015/5/14 00:00:00,1992/10/22 00:00:00,9,52431,2200005,1,1,1,42,0,0,2200005,2,1,0,5,12,1,28,0,0,3,0,121.31615411023569,24.991091110611425,54750.5894955852,52431.00037131136,54942.539711891644,52431.00037131136,桃園市桃園區復興路80號九樓之5
RPOPMLMJPHKFFAH87CA,2015/5/23 00:00:00,1997/12/24 00:00:00,15,65285,2299991,1,1,1,35,0,0,2299991,1,1,0,5,17,0,22,0,3,3,0,121.31183467875236,24.990937715710025,58194.569122130844,65284.99996990452,57500.76970287353,65284.99996990452,桃園市桃園區中華路1號十五樓之8
RPPNMLNJPHKFFAH97DA,2015/6/9 00:00:00,1997/12/24 00:00:00,17,60992,2300008,1,0,1,38,0,0,2300008,1,1,0,5,17,1,24,0,3,4,0,121.31183467875236,24.990937715710025,62837.55071003323,60992.00012128407,58952.15265276572,60992.00012128407,桃園市桃園區中華路3號17樓之14
RPPPMLRKQHKFFAH68CA,2015/7/2 00:00:00,1997/12/24 00:00:00,13,63464,2338014,1,1,1,37,0,0,2338014,1,1,0,5,17,1,22,0,4,3,0,121.31183467875236,24.990937715710025,60943.19637620453,63464.000002158646,58839.904462702994,63464.000002158646,桃園市桃園區中華路３號十三樓之５
RPVQMLRLPHKFFAH76CA,2015/6/25 00:00:00,1988/12/3 00:00:00,8,73602,2829997,1,0,0,38,0,0,2829997,1,1,0,5,12,1,24,0,6,3,0,121.31197058277408,24.989835977304228,75499.23500871238,73601.99986483477,56700.23050429268,73601.99986483477,桃園市桃園區民權路６號八樓之８
RPQNMLRJIIKFFAH97EA,2015/5/26 00:00:00,1999/3/11 00:00:00,5,68354,2620009,1,1,1,38,0,0,2620009,1,1,0,5,11,1,25,0,0,4,0,121.31418077156304,24.990291770954315,69231.2988252903,68354.00022055578,76445.53634082241,68354.00022055578,桃園市桃園區大同路24號五樓之8
RPOOMLQKPHKFFAH28CA,2015/6/4 00:00:00,1980/10/7 00:00:00,7,63400,2950002,1,1,1,47,0,0,2950002,1,1,0,5,12,1,34,0,0,5,0,121.31417159993867,24.990580696124013,54195.663567420095,63399.999998512736,52282.27212602538,63399.999998512736,桃園市桃園區復興路８３號七樓之８
RPVNMLKKQHKFFAH38CA,2015/7/6 00:00:00,1988/11/25 00:00:00,7,52161,5250005,4,4,4,101,0,0,5250005,2,1,0,4,10,2,77,0,5,11,0,121.30811810427724,24.990214164748853,53541.99446179771,52161.00024761818,52929.68108757318,52161.00024761818,桃園市桃園區中華路１２０之６號　　　　
RPPQMLNLPHKFFAH48DA,2015/6/30 00:00:00,2009/6/3 00:00:00,4,81617,4200011,1,1,1,51,0,0,4200011,1,1,0,5,15,1,30,0,4,5,0,121.31519675607932,24.988592300664006,83149.98427749384,81616.99955722704,82482.24828481094,81616.99955722704,桃園市桃園區吉林路３０號４樓
RPQOMLLKQHKFFAH08CA,2015/7/22 00:00:00,1994/10/13 00:00:00,9,72855,5799987,2,1,1,80,0,0,5799987,2,1,0,4,9,1,66,0,0,7,0,121.31388870599362,24.992305699454167,54566.05205546033,72855.00010028091,54196.39758572812,72855.00010028091,桃園市桃園區民生路１２６號九樓之２
RPOOMLRJRHKFFAH48CA,2015/7/8 00:00:00,1988/11/25 00:00:00,3,40144,6600075,3,2,1,164,0,0,6600075,2,1,0,4,10,2,133,0,0,19,0,121.30811810427724,24.990214164748853,43830.83404370364,40143.999877146,43624.800573191795,40143.999877146,桃園市桃園區中華路１１８號三樓之１
RPXOMLLMQHKFFAH98CA,2015/7/8 00:00:00,1980/4/30 00:00:00,11,49505,5000005,2,2,2,101,0,0,5000005,2,2,0,0,11,0,83,0,0,12,0,121.31398976257807,24.99309094866957,51567.14439147719,49504.99967269261,53622.46882472389,49504.99967269261,桃園市桃園區成功路二段２號十一樓之１０及之１２
RPWNMLRKRHKFFAH76DA,2015/7/27 00:00:00,1999/3/11 00:00:00,10,86482,3249994,1,1,1,38,0,0,3249994,1,1,0,5,11,1,21,0,4,3,0,121.31418077156304,24.990291770954315,87767.09614879507,86481.9999246333,71079.85519205319,86481.9999246333,桃園市桃園區大同路２４號１０樓之７
RPQQMLSKRHKFFAH09CA,2015/8/16 00:00:00,1997/3/22 00:00:00,17,62376,3779986,2,1,1,61,0,0,3779986,1,1,0,0,21,1,34,0,5,6,0,121.31392303347732,24.990220088451554,67593.07625193358,62376.000036455465,65389.24616657093,62376.000036455465,桃園市桃園區復興路99號十七樓之5
RPVPMLLLIIKFFAH08CA,2015/8/6 00:00:00,2003/7/28 00:00:00,14,82019,5200005,1,1,1,63,0,0,5200005,1,1,0,0,14,0,39,1,7,9,0,121.3116984561586,24.987985744082582,63502.790231739345,82019.00108927494,63099.11397491906,82019.00108927494,桃園市桃園區介壽路５之９號十四樓
RPROMLPJJIKFFAH87CA,2015/10/12 00:00:00,2015/4/30 00:00:00,15,107055,10968855,2,2,1,135,0,32,10968855,1,1,1,0,15,0,64,3,4,11,2,121.31216032275428,24.990440476029327,92681.46425383707,107055.00036371198,69620.12788660527,107055.00036371198,桃園市桃園區復興路１６８號十五樓之６
RPXOMLPJJIKFFAH48CA,2015/10/5 00:00:00,2015/4/30 00:00:00,3,85908,8563309,2,2,1,164,0,64,8563309,1,1,2,0,15,0,58,4,7,11,2,121.31216032275428,24.990440476029327,86061.6319528491,85908.00030351958,80826.58911810027,85908.00030351958,桃園市桃園區復興路１６８號三樓之１０
RPPQMLPJJIKFFAH87CA,2015/9/27 00:00:00,1981/8/4 00:00:00,5,50404,6800004,7,7,7,135,0,0,6800004,2,2,0,3,5,0,135,0,0,43,0,121.3079740449866,24.988056696536862,52753.669967143884,50403.99957106603,38518.19168688353,50403.99957106603,桃園市桃園區南門街５之４號
RPVPMLKKKIKFFAH08CA,2015/11/28 00:00:00,1997/12/24 00:00:00,12,53996,2500015,2,1,1,46,0,0,2500015,1,1,0,0,17,1,24,7,4,3,0,121.31183467875236,24.990937715710025,57467.756979148886,53996.000189685335,60155.789019326454,53996.000189685335,桃園市桃園區中華路1號十二樓之九
RPVOMLPLKIKFFAH68DA,2015/10/17 00:00:00,2009/6/3 00:00:00,4,70437,7050039,2,2,1,100,0,0,7050039,1,1,0,0,15,1,57,5,4,11,0,121.31519675607932,24.988592300664006,71675.56573453809,70436.99976275835,73021.06384773203,70436.99976275835,桃園市桃園區吉林路１２號４樓
RPUSMLRJJHLFFAH98EA,2015/12/4 00:00:00,1997/3/22 00:00:00,19,66007,4000024,0,0,0,61,0,0,4000024,1,1,0,0,21,0,34,0,5,6,0,121.31392303347732,24.990220088451554,66654.18018637397,66006.99997974484,64615.51923958019,66006.99997974484,桃園市桃園區復興路９９號十九樓之１４
RPXPMLPLKIKFFAH88CA,2015/12/3 00:00:00,1997/6/27 00:00:00,1,80671,9999977,0,0,0,124,0,0,9999977,1,1,0,4,7,0,77,0,9,20,0,121.30935266467384,24.988739988774785,37205.90867234647,80670.99995824625,53421.14061952553,80670.99995824625,桃園市桃園區大同路１３０號
RPUPMLQJJHLFFAH58EA,2015/11/13 00:00:00,2003/7/28 00:00:00,14,67466,7199972,2,1,1,107,0,0,7199972,1,1,1,0,14,0,53,1,3,11,2,121.3116984561586,24.987985744082582,60692.938302633935,67466.00000629731,67169.22381128735,67466.00000629731,桃園市桃園區介壽路１１之３號十四樓
RPVPMLOJJHLFFAH28CA,2015/12/21 00:00:00,1989/5/22 00:00:00,8,50251,1899990,1,0,1,38,0,0,1899990,1,1,0,5,12,1,25,0,4,1,0,121.31569901025628,24.991317784463444,57390.53640461963,50250.99988608252,53467.22260469322,50250.99988608252,桃園市桃園區復興路９６號八樓之１４
RPWNMLMJKHLFFAH08CA,2015/12/21 00:00:00,1997/12/24 00:00:00,17,62550,3099978,1,1,1,50,0,0,3099978,1,1,0,5,17,1,32,0,3,4,0,121.31183467875236,24.990937715710025,63325.10184481637,62550.000000636064,57603.50723389371,62550.000000636064,桃園市桃園區中華路３號十七樓之９
RPPQMLLLLHLFFAH87CA,2016/1/5 00:00:00,1999/12/30 00:00:00,8,76966,10999981,3,2,2,143,0,0,10999981,1,1,1,0,12,1,90,0,7,13,2,121.31422239213852,24.991077145703088,67027.37323282355,76965.99941622882,61482.880448863245,76965.99941622882,桃園市桃園區復興路１１２號八樓之２
RPQNMLRJMHLFFAH18CA,2016/3/17 00:00:00,1995/9/12 00:00:00,9,66808,6299994,3,2,2,94,0,0,6299994,1,1,0,4,10,1,73,0,0,9,0,121.30855540835216,24.990791070429708,67522.86447393999,66807.99996159198,57114.2393589146,66807.99996159198,桃園市桃園區南華街６６號九樓之３
RPUNMLOLNHLFFAH78EA,2016/3/16 00:00:00,2003/7/28 00:00:00,12,72207,5299994,2,1,1,73,0,0,5299994,1,1,0,0,14,0,51,1,2,10,0,121.3116984561586,24.987985744082582,72392.90495918799,72206.99980341729,69449.7747918746,72206.99980341729,桃園市桃園區介壽路１１之７號十二樓
RPQNMLOKMHLFFAH97CA,2016/3/10 00:00:00,1989/5/22 00:00:00,4,57217,1550009,1,1,1,27,0,0,1550009,1,1,0,5,12,1,18,0,4,3,0,121.31569901025628,24.991317784463444,68369.38649204618,57216.99999649222,69586.68923200514,57216.99999649222,桃園市桃園區復興路96號四樓之30
RPRQPLPLMHLFFAH98DA,2016/3/8 00:00:00,2015/4/30 00:00:00,10,96572,14000043,2,2,1,145,0,0,14000043,1,1,1,0,15,1,69,4,5,12,2,121.31216032275428,24.990440476029327,91255.08490975133,96572.00005415149,105074.56813422311,96572.00005415149,桃園市桃園區復興路１６８號１０樓之５
RPTOMLTKNHLFFAH98CA,2016/3/22 00:00:00,1988/9/13 00:00:00,12,48402,15700157,5,2,2,324,0,0,15700157,1,2,0,0,12,1,240,0,18,36,0,121.311878038888,24.992418267053804,50598.23059714652,48402.000451080705,-3.562260938756108e+33,48402.000451080705,桃園市桃園區成功路一段41巷1之11號
RPSOMLMJNHLFFAH08CA,2016/4/11 00:00:00,1997/12/24 00:00:00,13,54448,3250001,1,1,1,60,0,0,3250001,1,1,0,0,17,0,38,0,3,5,0,121.31183467875236,24.990937715710025,57471.43207710981,54448.00026838711,46662.62853741855,54448.00026838711,桃園市桃園區中華路３號十三樓之２
RPQVMLKLOHLFFAH68CA,2016/5/10 00:00:00,2013/11/27 00:00:00,3,90094,9249951,1,1,1,103,0,0,9249951,1,1,0,4,5,1,63,0,5,23,0,121.30870471981277,24.99107966662969,89365.86003911978,90093.99965382672,86999.68693971788,90093.99965382672,桃園市桃園區鎮南街２４號三樓
RPRVMLKLOHLFFAH78CA,2016/5/10 00:00:00,2013/11/27 00:00:00,4,90094,9249951,1,1,1,103,0,0,9249951,1,1,0,4,5,1,63,0,5,23,0,121.30870471981277,24.99107966662969,89898.35258088441,90093.99965382672,86930.62914171378,90093.99965382672,桃園市桃園區鎮南街２４號四樓
RPOVMLKLOHLFFAH48CA,2016/5/10 00:00:00,2013/11/27 00:00:00,1,115931,12000018,2,1,1,104,0,0,12000018,1,1,0,4,5,1,68,0,0,24,0,121.30870471981277,24.99107966662969,119782.85856947198,115930.99929522019,101636.43369649135,115930.99929522019,桃園市桃園區鎮南街24號
RPSVMLKLOHLFFAH88CA,2016/5/10 00:00:00,2013/11/27 00:00:00,5,90084,7249960,1,1,1,80,0,0,7249960,1,1,0,4,5,1,47,0,5,18,0,121.30870471981277,24.99107966662969,89612.48402886892,90083.99836554786,89702.44748471736,90083.99836554786,桃園市桃園區鎮南街２４號五樓
RPSSMLNLOHLFFAH98DA,2016/5/13 00:00:00,1994/3/18 00:00:00,5,71781,2179989,1,1,1,30,0,0,2179989,3,1,0,5,9,1,24,0,0,3,0,121.31457038926136,24.991581995525713,62802.16867841956,71780.99999336622,55006.591474226225,71780.99999336622,桃園市桃園區民生路７２號５樓之３
RPQPMLPKPHLFFAH58CA,2016/5/17 00:00:00,1986/7/15 00:00:00,5,69009,7700024,6,0,6,112,0,0,7700024,1,1,0,3,5,0,101,0,5,28,0,121.31337211841824,24.98781971956576,70247.12990684014,69009.00026388674,40871.87376644235,69009.00026388674,桃園市桃園區延平路１２巷７號五樓
RPXQMLPLPHLFFAH96DA,2016/6/10 00:00:00,1992/10/22 00:00:00,10,44101,3880006,3,2,2,88,0,0,3880006,2,1,0,0,12,1,59,0,0,7,0,121.31615411023569,24.991091110611425,46074.740142291244,44100.99976439181,44488.57490985635,44100.99976439181,桃園市桃園區復興路８０號１０樓之４
RPTQMLSLPHLFFAH76CA,2016/6/22 00:00:00,1985/2/15 00:00:00,8,37090,6000049,4,2,2,162,0,0,6000049,1,1,0,4,10,1,102,0,22,16,0,121.31296622609544,24.99182914240283,41219.14221821684,37090.00040358516,44486.47221312925,37090.00040358516,桃園市桃園區中正路４８巷５５號八樓之２
